,CSD_ID,Huckel_SMI
170,ACUCAF,[Br-]->[Hg+2](<-[Br-])<-n1c(-c2ccccn2)ccc2cccnc21
171,ACUCIM,[I-]->[Pt+2]1(<-[I-])<-n2ccccc2-c2nccnc2-c2ccccn->12
172,ACUDOT,CC1c2ccccn2->[Cd+2]2(<-[Br-])(<-[Br-])<-O=C(NN->2=1)c1ccccn1
173,ACUFOW,[I-]->[Hg+2](<-[I-])<-n1c(-c2ccccn2)ccc2cccnc21
174,ACUGAJ,N#[C-]->[Hg+2](<-[C-]#N)<-n1c(-c2ccccn2)ccc2cccnc21
175,ACUGEN,N#C[S-]->[Hg+2](<-[S-]C#N)<-n1c(-c2ccccn2)ccc2cccnc21
176,ACUGUB,O=[N+]1[O-]->[Y+3]23456(<-O)(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-[O-][N+]->3(=O)[O-]->4)<-n1ccccc1-c1nc(-c2ccccn2)nc(-c2ccccn->52)n->61
177,ACUJEP,CCOC(=O)c1c(C)[nH]cn1->[Cd+2](<-[Br-])(<-[Br-])<-n1c[nH]c(C)c1C(=O)OCC
178,ACUJUG,CC1=CC(C)=N2N=C([O-]->[V+5]<-23(<-[O-2])(<-[O-]1)<-[O-]c1cccc2cccn->3c12)c1ccccc1N
179,ACUKOB,CC1C=C([O-]->[V+5]23(<-[O-2])(<-[O-]C(=NN->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1
180,ACURIA,CC12=C->[Mo+2]<-13(<-[C-]#[O+])(<-[C-]#[O+])(<-[CH2-]2)(<-[O-]C(=O)C=CC(=O)O)<-n1cccc2ccc4cccn->3c4c21
181,ACUROG,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)C=CC(=O)O)<-n3ccc(C)cc3-c2c1
182,ACUROI,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12
183,ACUSAS,COC(=O)C1CCS(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(N1)(c1ccccc1)c1ccccc1
184,ACUSIA,CSC1=NN2=Cc3ccccc3[O-]->[Re+5]<-2(<-[O-2])(<-[Cl-])(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
185,ACUSOH,CCC(C(=O)[O-]->[Mo+2]123(<-[C-]#[O+])(<-[C-]#[O+])(<-C=C->1(C)[CH2-]->2)<-n1cccc2ccc4cccn->3c4c21)c1ccccc1
186,ACUSOJ,Cn1ccn2->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-[c-]3ccccc3-c3ccccn->43)<-n3ccn(C)c3-c12
187,ACUSUP,Nc1ccc2-c3ccc(N)cn3->[Pd+2](<-[Cl-])(<-[Cl-])<-n2c1
188,ACUTAU,N#CC1[S-]->[Mo+4]2(<-[S-]C=1C#N)(<-[S-]C(C#N)=C(C#N)[S-]->2)(<-[S-]c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
189,ACUTEA,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc(CCl)c2)<-n2cccc3ccc4cccn->1c4c32
190,ACUTIE,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc(CO)c2)<-n2cccc3ccc4cccn->1c4c32
191,ACUWOK,[Cl-]->[Pt+2]1(<-[Cl-])<-S2CCSCCS->1CC2
192,ACUWUQ,[Br-]->[Pt+2]1(<-[Br-])<-S2CCSCCS->1CC2
193,ACUXAX,[I-]->[Pt+2]1(<-[I-])<-S2CCSCCS->1CC2
194,ACUYUU,CC(C)c1cccc(C(C)C)c1-c1[c-](->[Cu+]<-[Cl-])n(-c2c(C(C)C)cccc2C(C)C)n[n+]1C
195,ACUZEG,[Cl-]->[Co+3]12(<-[Cl-])(<-NCCCN->1)<-NCCCN->2
196,ACUZIK,CC(C)(C)c1ccn2->[Pt+2]3(<-C=C->3)(<-[CH2-]Cc3ccccc3)<-[n-]3c(-c2c1)cc1ccccc13
197,ACXMPD,CC1=CC(C)=O->[Pd+2](<-[CH2-]C(=O)O)(<-[O-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
198,ADABIT,O=C1[O-]->[Ru+2]234(<-n5ccccc5-c5cccc(-c6ccccn->26)n->35)<-n2cccc3ccc5ccc1n->4c5c32
199,ADABOW,CN(C)C1NN=C(N)c2ccccn2->[Zn+2](<-[Br-])(<-[Br-])<-S=1
200,ADABUC,CN(C)C1NN2=C(N)c3ccccn3->[Cd+2]<-2(<-[I-])(<-[I-])<-S=1
201,ADACEQ,Cc1ccn(->[Ru+2]234(<-[O-]C(=O)c5cccc(-c6cccc(-c7ccccn->27)n->36)n->45)<-n2ccc(C)cc2)cc1
202,ADAHOD,Cc1[nH]ccn1->[Ag+]<-n1cc[nH]c1C
203,ADAHOF,CNC(N=c1c2ccccc2[nH]c2ccccc12)=S->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1
204,ADAPON,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1c4ccsc4ccn->21)<-[c-]1ccccc1-c1c2ccsc2ccn->31
205,ADAPUT,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1c4ccoc4ccn->21)<-[c-]1ccccc1-c1c2ccoc2ccn->31
206,ADAQUU,CC1(C)CN2=Cc3cn(-c4ccccc4)nn3->[Fe+2]<-23(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc2cn(-c4ccccc4)nn->32)C1
207,ADASII,C[NH2+]CCN1=Cc2ccccc2[O-]->[Zn+2]<-1(<-[Br-])<-[Br-]
208,ADAVUZ,S=C=[N-]->[Cd+2]123(<-[N-]=C=S)<-N(=Cc4ccccn->14)CCCN->2=Cc1ccccn->31
209,ADAWIO,[I-]->[Cd+2]123<-N(=Cc4ccccn->14)CCCN->2=Cc1ccccn->31
210,ADEBAN,CN(c1ccccc1)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(C)c1ccccc1
211,ADEBET,CC(C)(C)N1Cc2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-n1ccccc1
212,ADEBIV,[I-]->[Cd+2]12(<-[I-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
213,ADEBUH,O=[N+]([O-])[O-]->[Pd+2]1(<-[O-][N+](=O)[O-])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
214,ADEFIZ,[Cl-]->[Co+3]123(<-[Cl-])<-N4CCCN->1CCN->2CCCN->3CC4
215,ADEGEX,Cn1ccn([BH-]2n3ccn(C)c3=S->[Cu+](<-S=c3ccc(C(C)(C)C)nn32)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c1=S
216,ADEHOI,c1cc[c-]2->[Rh+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-N(c3cccc5cccn->4c35)=c3ccc4nnc5ccccn5c-4c3)<-n3ccccc3-c2c1
217,ADEMII,Cc1cccc(C)c1[N+]#[C-]->[FeH+]12<-[N-](CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C
218,ADEPIJ,CC1c2ccccc2[O-]->[Ti+4]234(<-[O-]CCN->2=1)<-[O-]CCN->3=C(C)c1ccccc1[O-]->4
219,ADEQUX,[Cl-]->[Cd+2]12(<-[Cl-])<-n3c(-c4n(-c5ccccc5)c5ccccc5n->14)cccc3-c1n(-c3ccccc3)c3ccccc3n->21
220,ADESEH,ClP(Cl)(Cl)=[N-]->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O1CCCC1
221,ADESIL,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(Cl)(Cl)Cl
222,ADESOR,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-]
223,ADETIO,FC(F)(F)c1ccccc1P(->[Au+]<-[Cl-])(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F
224,ADETOV,Cn1cc(CC2COC(=O)C2C(O)c2ccccc2)n(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2cn(C)cc2CC2COC(=O)C2C(O)c2ccccc2)c1
225,ADEVIQ,C#Cc1cc(OC)ccc1C#[C-]->[Au+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C
226,ADEYIR,Cc1c(C)c(C)[c-](C)(->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
227,ADEYUD,Cc1c(C)c(C)[c-](C)(->[Ta+5](<-[Cl-])(<-[Cl-])(<-[CH2-]c2ccccc2)<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
228,ADEZUE,CCc1c(C)c(C)c(C)[c-]1(C)->[Re+3]1(<-[Cl-])(<-[Cl-])<-S=S=S->1
229,ADIBUL,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
230,ADIHEA,Cc1ccc(-n2ccn3[BH-]4n5ccn(-c6ccc(C)cc6)c5=S->[Cd+2](<-S=c32)(<-S=c2n4ccn2-c2ccc(C)cc2)<-[S-]c2ccccc2)cc1
231,ADIJAZ,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
232,ADINOS,CCNC1=NN2=Cc3cc4cc(OC)ccc4[nH]c3=O->[Pd+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
233,ADIPOV,Cc1ccn2->[Pt+2](<-[I-])(<-[I-])<-n3ccc(C)cc3-c2c1
234,ADIRIP,Cc1cccc(C)c1OP1(OCCN(=C2CC3CCC2(C)C3(C)C)->[Rh+]<-1(<-[Cl-])<-[C-]#[O+])Oc1c(C)cccc1C
235,ADIXAM,FC(F)(F)c1ccccc1P(c1ccccc1)(c1ccccc1)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1C(F)(F)F
236,ADIXER,CC(C)(C)P1(C[Si](C)(C)[N-]2[Si](C)(C)CP(C(C)(C)C)(C(C)(C)C)->[Ru+2]<-2<-1<-[F-])C(C)(C)C
237,ADIXUI,CC1c2c([O-]->[Pd+2]3(<-[S-]C(=NN->3=1)N(C)C)<-S(C)(C)=O)[nH]c(=O)[nH]c2=O
238,ADIYAP,CC1c2c([O-]->[Pt+2]3(<-[S-]C(=NN->3=1)N(C)C)<-S(C)(C)=O)[nH]c(=O)[nH]c2=O
239,ADIYER,Cc1ccc([N-]2C(=O)c3ccccn3->[Pt+2]<-23<-n2ccccc2C(=O)[N-]->3c2ccc(C)cc2)cc1
240,ADOFAD,CC(C)(C)[N+]#[C-]->[Pd+2]12<-[c-]3[nH]c4ccccc4c3CC[N-]->1C(=O)c1c3[nH]c4ccccc4c3ccn->21
241,ADOFOR,C1CSC2=S->[Pd]3(<-S=C2S1)<-S=C1SCCSC1=S->3
242,ADOJUB,OC1CN2=Cc3ccc[n-]3->[Ni+2]<-23<-N2=CC=CC2=C[N-]->3C1
243,ADOKIO,Cc1cc(C)cn(->[Hg+2](<-[Br-])(<-[Br-])<-n2cc(C)cc(C)c2)c1
244,ADOLOU,CCCCN(CCCC)C1=S->[Zn+2]23(<-S=C([S-]->2)N(CCCC)CCCC)(<-[S-]1)<-n1ccccc1-c1ccccn->31
245,ADOLUA,[Br-]->[Au+]<-S=P(c1ccccc1)(c1ccccc1)c1ccccc1
246,ADOMIS,CC1c2cccc3C(C)=N4N=C([O-]->[Mo+4]<-45(<-[Cl-])(<-[Cl-])(<-[O-]C(=NN->5=1)c1ccccc1)<-n23)c1ccccc1
247,ADOQEP,CC1c2ccccn2->[Cu+]23<-N=1N=C(C(=NN->2=C(C)c1ccccn->31)c1ccccc1)c1ccccc1
248,ADOTIZ,Cc1cc(C)n2->[Ir+3]34(<-[C-]#[O+])(<-[CH2-]C(O)C(O)[CH2-]->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
249,ADOTOF,Cc1cc(C)n2->[Ir+3]3(<-[C-]#[O+])(<-[CH2-]C=O)(<-[CH2-]C=O)<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31
250,ADOWUM,O=c1ccccn1CC#[C-]->[Pt+2]1(<-[C-]#CCn2ccccc2=O)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
251,ADOXIB,C(#[C-]->[Pt+2]1(<-[C-]#CCn2cccn2)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cn1cccn1
252,ADUFIQ,CC(C)(C)P1(Cc2ccc3cccc(F)c3n2->[Pd+2]<-1(<-[I-])<-[c-]1ccc(F)cc1)C(C)(C)C
253,ADUFOW,CO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(C=C2C=C3)(C(C)(C)C)C(C)(C)C
254,ADUFUD,Cn1ccc2-c3ccccn3->[Zn+2](<-[Cl-])(<-[Cl-])<-n2c1=O
255,ADUGAJ,CO1c2cccc3ccc4CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-n4c23
256,ADUGAK,[SH-]->[Zn+2]123<-n4ccccc4-c4ccnc(Sc5nccc(-c6ccccn->16)n->25)n->34
257,ADUGEO,CC#N->[Cu+]1<-N(N=C(c2ccccc2)c2ccccc2)=C2C(=N->1N=C(c1ccccc1)c1ccccc1)c1cccc3cccc2c13
258,ADUGOW,c1ccc([S-]->[Pd+2](<-[S-]c2ccccn2)(<-P23CN4CN(CN(C4)C2)C3)<-P23CN4CN(CN(C4)C2)C3)nc1
259,ADUGOY,Fc1ccc(P(c2ccc(F)cc2)(c2ccc(F)cc2)->[Pd+2]2(<-[Cl-])<-S=C([S-]->2)N2CCN(Cc3ccccc3)CC2)cc1
260,ADUHAJ,CC(=O)N1CN2CN(C(C)=O)CP(->[Pd+2](<-[S-]c3ccccn3)(<-[S-]c3ccccn3)<-P34CN(CN(C(C)=O)C3)CN(C(C)=O)C4)(C2)C1
261,ADUHAL,Clc1ccc(P(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)->[Pd+2]2(<-[Cl-])<-S=C([S-]->2)N2CCN(Cc3ccccc3)CC2)cc1
262,ADUKER,CC(C)P1(c2cccc3c2Oc2c(cccc2P(C(C)C)(C(C)C)->[Pd+2]<-1(<-[Br-])<-[c-]1ccccc1)C3(C)C)C(C)C
263,ADULAN,O=C1[O-]->[Pd+2]2(<-[c-]3ccccc3C(c3ccccc3)P->2(c2ccccc2)c2ccccc2)<-N2CCCC12
264,ADUMAP,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2C=N->1Cc1ccc(Br)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
265,ADUMET,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2C=N->1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
266,ADUMOC,CCCCN(=C(N(C)C)N(C)C)->[Pd+2](<-[O-]C(C)=O)(<-[O-]C(C)=O)<-N(CCCC)=C(N(C)C)N(C)C
267,ADUMUJ,COCCP(C(C)C)(C(C)C)->[Pd+2](<-[Cl-])(<-[c-]1c(F)c(F)nc(F)c1F)<-P(CCOC)(C(C)C)C(C)C
268,ADUNAQ,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[F-])<-[c-]23)C(C)C
269,ADUNEU,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[NiH+]<-1<-[c-]23)C(C)C
270,ADUNIY,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[CH3-])<-[c-]23)C(C)C
271,ADUNOE,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[c-]1ccccc1)<-[c-]23)C(C)C
272,ADUPAS,CC12=C->[Ir+]<-1345(<-C=C->32)<-[c-]1c(CP->4(C(F)(F)F)C(F)(F)F)cccc1CP->5(C(F)(F)F)C(F)(F)F
273,ADUQEV,O=[N+]([O-])c1cc2N([O-])[O-]->[Ag+3]3(<-[O-]c2c([N+](=O)[O-])c1)<-S(CCOCCOCCS->3Cc1ccccc1)Cc1ccccc1
274,ADURAS,CC(C)(C)C1=CC(=O->[Ag+]23(<-[O-]1)<-S1CCS->2CCS->3CC1)C(F)(F)C(F)(F)C(F)(F)F
275,ADURAU,[N-3]->[Os+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccc(Cl)c3cccn->1c23
276,ADUREX,C1c2ccccc2[O-]->[Zn+2]2(<-[O-]c3ccccc3C=N->2CCc2c[nH]c3ccccc23)<-N=1CCc1c[nH]c2ccccc12
277,ADUREY,[N-3]->[Os+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccc([N+](=O)[O-])c3cccn->1c23
278,ADURIC,[N-3]->[Os+6]12(<-[Cl-])(<-[S-]c3cccc4cccn->1c34)<-[S-]c1cccc3cccn->2c13
279,ADUROH,O=C([O-]->[Zn+2]123(<-O)(<-O=C->1([O-]->2)c1cccc(Cl)c1)<-n1cccc2ccc4cccn->3c4c21)c1cccc(Cl)c1
280,ADUROJ,CP(C)(C)->[Ir+]12(<-C=C->1C=CS->2(=O)[O-])(<-P(C)(C)C)<-P(C)(C)C
281,ADURUP,CC1=C2C3=S(=O)=O->[Ir+]<-1<-2<-3(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
282,ADUZAC,CC(C)(C)C1=CC(C(C)(C)C)=N2->[Pt+4]3(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[O-]OC12c1ccccn->31
283,AEMANI,O=C1CC(=O)[N-]2CCN->[Ni+2]<-23<-NCC[N-]->31
284,AFABEQ,O=C([O-]->[Pd+2]1(<-[c-]2ccccc2-c2ccccn->12)<-n1ccccc1-c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
285,AFABOA,CC#N->[Pd+2]1(<-[O-]C(=O)C(F)(F)F)<-[c-]2ccccc2-c2ccccn->12
286,AFAFEU,CC1=C(C)N(C)[C](->[Ru+2]2(<-[C-]#[O+])(<-[O-]C(=O)[O-]->2)(<-[C]2N(C)C(C)=C(C)N2C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)N1C
287,AFAJAT,CC(=O)[O-]->[Pd+2]12<-N3=C(N=c4sc(C(C)C)c(C)[n-]->14)c1ccccc1C3=Nc1sc(C(C)C)c(C)n->21
288,AFAJAV,CC1C(C)=N(O)->[Pt+2](<-[Cl-])(<-[Cl-])<-N=1O
289,AFAJOJ,Cc1cc(C)c2CN(Cc3c(C)cc(C)cn3->[Pt+2](<-[Cl-])(<-[Cl-])<-n2c1)S(C)(=O)=O
290,AFAKAW,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1
291,AFAMEB,Fc1ccc(C[n+]2c3ccccn3c(-c3ccccc3)[c-]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
292,AFAMIF,COc1ccc(-c2[c-](->[Pd+2](<-[Cl-])(<-[Cl-])<-n3ccccc3)[n+](Cc3ccc(F)cc3)c3ccccn23)cc1
293,AFAMOL,Fc1ccc(C[n+]2c3ccccn3c(-c3ccc(F)cc3)[c-]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
294,AFANAY,COc1ccc(N2c3ccccc3N(Cc3ccc(F)cc3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
295,AFANEC,Fc1ccc(CN2c3ccccc3N(c3ccc(F)cc3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
296,AFANIG,Fc1ccc(CN2c3ccccc3N(c3ccc(F)cc3)[C]2->[Pd+2](<-[Br-])(<-[Br-])<-n2cn(-c3ccc(F)cc3)c3ccccc32)cc1
297,AFAPEC,O=C(O)CN1CCN2CC(=O)[O-]->[Pt+4]<-1<-2(<-[Cl-])(<-[Cl-])<-[Cl-]
298,AFAPIG,O=C1CN2CCN3CC(=O)[O-]->[Pt+4]<-2<-3(<-[Cl-])(<-[Cl-])<-[O-]1
299,AFAQAZ,Cc1ccc2ccc3ccc(C)n4->[Cd+2]56(<-[O-]S(=O)(=O)OOS(=O)(=O)[O-]->5)(<-n1c2c34)<-n1c(C)ccc2ccc3ccc(C)n->6c3c21
300,AFATAE,[Cl-]->[Mn+3]123<-[O-]c4ccccc4C=N->1c1ccccc1N->2=Cc1ccccc1[O-]->3
301,AFATOQ,Cc1cc(C)n(->[Ag+]<-n2[nH]c(C)cc2C)[nH]1
302,AFAVAG,COC1=S->[Ru+2]2(<-S=C(OC)[S-]->2)(<-[S-]1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
303,AFAVEI,CC[O-]->[Ru+4]1(<-[N-]=O)(<-N(=O)[O-])(<-N(=O)[O-])<-N(C)(C)CCN->1(C)C
304,AFAVOV,[Br-]->[Cd+2]1(<-[Br-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
305,AFAVUB,[I-]->[Cd+2]1(<-[I-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
306,AFAXAG,NC(N)=S->[Au+]<-S=C(N)N
307,AFEDEV,[Cl-]->[Zn+2]1(<-[Cl-])<-n2ccccc2-c2ccn(Cc3cccc4ccccc34)n->12
308,AFEDUL,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3N->1=Cc1cc(Br)ccc1[O-]->2)<-S(C)(C)=O
309,AFEFIB,Brc1cc(Br)c2[O-]->[Co+3]345(<-[O-]c6c(Br)cc(Br)cc6C=N->3CCCN->4C3CCCCC3)<-N(=Cc2c1)CCCN->5C1CCCCC1
310,AFEGAU,CN12CCC[S-]->[Ni+2]<-13<-[S-]CCCN->3(C)CC2
311,AFEHID,[Cl-]->[Zn+2]12(<-[Cl-])<-n3ccccc3Cn3ccc(-c4ccccn->14)n->23
312,AFEHOJ,CCN1(CC)CCN2=Cc3cc(Br)cc(Br)c3[O-]->[Ni+2]<-2<-1<-[N-2][N+]#N
313,AFEJAX,Cc1cccc2C=N3c4ccccc4N4=Cc5cccc(C)c5[O-]->[Zn+2]<-3<-4(<-O)<-[O-]c12
314,AFEJIF,CO->[Cd+2](<-[Cl-])(<-[Cl-])(<-OC)(<-n1nc(-c2ccccc2)n2nc(C)sc21)<-n1nc(-c2ccccc2)n2nc(C)sc21
315,AFEKIG,COc1cccc2[O-]->[Ni+2]34<-[O-]c5cccc(OC)c5C=N->3CCCN->4=Cc12
316,AFEKIH,CC1=CC(C)=O->[Ru+2]2(<-O=C(C)C=C(C)[O-]->2)(<-[O-]1)(<-n1ccccc1C#N)<-n1ccccc1C#N
317,AFELAY,CC(C)(C)P(N1CCCC1)(C(C)(C)C)->[Rh+](<-[Cl-])(<-[C-]#[O+])<-P(N1CCCC1)(C(C)(C)C)C(C)(C)C
318,AFELIG,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(N1CCCC1)N1CCCC1)<-P(c1ccccc1)(N1CCCC1)N1CCCC1
319,AFELUU,CC12CCC(CC1=NNC(N)=S->[Zn+2](<-[Cl-])(<-[Cl-])<-S=C(N)NN=C1CC3CCC1(C)C3(C)C)C2(C)C
320,AFESEM,CN1=Cc2cc(Cl)ccc2[O-]->[Mo+6]<-12(<-[O-2])(<-[O-2])<-[O-]c1ccc(Cl)cc1C=N->2C
321,AFESIQ,CN1=Cc2cc(Br)ccc2[O-]->[Mo+6]<-12(<-[O-2])(<-[O-2])<-[O-]c1ccc(Br)cc1C=N->2C
322,AFEYER,O->[Ag+](<-n1c2ccccc2nc2ccccc21)<-n1c2ccccc2nc2ccccc21
323,AFIBID,OC1OC(O)c2ccccn2->[Zn+2](<-[Cl-])(<-[Cl-])<-n2ccccc21
324,AFIBOH,CO->[Cd+2]123(<-[O-]c4ccc(Br)cc4C=N->1CS(=O)(=O)[O-]->2)<-n1cccc2ccc4cccn->3c4c21
325,AFICIC,Brc1cc(Br)c2[O-]->[Ni+2]3(<-[O-]c4c(Br)cc(Br)cc4-c4[nH]c5ccccc5n->34)<-n3c(-c2c1)[nH]c1ccccc13
326,AFILUX,O=C1[O-]->[Pd+2]2(<-[c-]3ccccc3C(c3ccccc3)P->2(c2ccccc2)c2ccccc2)<-N2CCCC12
327,AFIMEK,O=C([O-])c1csc2-c3ccccn3->[Pt+2](<-O)(<-[Cl-])<-n12
328,AFIPEL,CC(N->[Pt+2]1(<-[I-])<-NC(C)c2cccc[c-]->12)c1ccccc1
329,AFISEO,COCCO(C)->[Nb+5](<-[O-2])(<-[Cl-])(<-[Cl-])<-[Cl-]
330,AFIVUH,CC(C)P(CCN12CCP(C(C)C)(C(C)C)->[Co+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](=O)N(C(C)(C)C)[Si]2(C)C)C(C)C
331,AFIXUJ,[Cl-]->[Pd+2](<-[Cl-])(<-[O-][n+]1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
332,AFOCEE,CC(C)c1cccc(C(C)C)c1N1C=C([Si](C)(C)C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[C-](F)(F)F
333,AFOCOO,CC(C)N1CCN(C(C)C)[C]1->[Cu+]<-[C-](F)(F)F
334,AFOFIL,[CH3-]->[Ni+2]1(<-[CH3-])<-NCc2ccccn->12
335,AFOHIM,[CH3-]->[Pd+2]1(<-[Cl-])<-Nc2ccccc2P->1(c1ccccc1)c1ccccc1
336,AFOHUY,[CH3-]->[Pd+2]1(<-Nc2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
337,AFOJEN,Cc1ccc2-c3ccc(C)cn3->[Ni+2](<-[Br-])(<-[c-]3ccc(C(F)(F)F)cc3)<-n2c1
338,AFOQAO,Cc1ccn2->[Pd+2](<-[Cl-])(<-[Cl-])<-n3ccc(C)cc3Oc3c4cccc3Cc3cccc(c3O)Cc3cccc(c3Oc2c1)Cc1cccc(c1O)C4
339,AFORAO,CC(=O)OC1CCC2C(C)(CCCC2(C)C2=C3C4=C(C)->[Fe]<-4<-3<-2(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C1
340,AFORES,CC1=C2C3=C(C4(C)CCCC5(C)c6ccccc6CCC54)->[Fe]<-1<-2<-3(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
341,AFORIW,COc1ccc2c(c1)C1(C)CCCC(C)(C3=C4C5=C(C)->[Fe]<-5<-4<-3(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C1CC2
